,Series_Type,Series_Name
2016,NYONON7URN,"Unemployment Rate in Onondaga County, NY"
2017,NYONTA5URN,"Unemployment Rate in Ontario County, NY"
2018,NYORAN1URN,"Unemployment Rate in Orange County, NY"
2019,NYORLE3URN,"Unemployment Rate in Orleans County, NY"
2020,NYOSWE5URN,"Unemployment Rate in Oswego County, NY"
2021,NYOTSE0URN,"Unemployment Rate in Otsego County, NY"
2022,NYPUTN0URN,"Unemployment Rate in Putnam County, NY"
2023,NYQUEE1URN,"Unemployment Rate in Queens County, NY"
2024,NYRENS0URN,"Unemployment Rate in Rensselaer County, NY"
2025,NYRICH5URN,"Unemployment Rate in Richmond County, NY"
2026,NYROCK5URN,"Unemployment Rate in Rockland County, NY"
2027,NYSARA0URN,"Unemployment Rate in Saratoga County, NY"
2028,NYSCHE5URN,"Unemployment Rate in Schenectady County, NY"
2029,NYSCHO5URN,"Unemployment Rate in Schoharie County, NY"
2030,NYSCHU7URN,"Unemployment Rate in Schuyler County, NY"
2031,NYSENE9URN,"Unemployment Rate in Seneca County, NY"
2032,NYSTEU5URN,"Unemployment Rate in Steuben County, NY"
2033,NYSTLA5URN,"Unemployment Rate in St. Lawrence County, NY"
2034,NYSUFF0URN,"Unemployment Rate in Suffolk County, NY"
2035,NYSULL5URN,"Unemployment Rate in Sullivan County, NY"
2036,NYTIOG7URN,"Unemployment Rate in Tioga County, NY"
2037,NYTOMP0URN,"Unemployment Rate in Tompkins County, NY"
2038,NYULST0URN,"Unemployment Rate in Ulster County, NY"
2039,NYWARR5URN,"Unemployment Rate in Warren County, NY"
2040,NYWASH5URN,"Unemployment Rate in Washington County, NY"
2041,NYWAYN0URN,"Unemployment Rate in Wayne County, NY"
2042,NYWEST9URN,"Unemployment Rate in Westchester County, NY"
2043,NYWYOM1URN,"Unemployment Rate in Wyoming County, NY"
2044,NYYATE3URN,"Unemployment Rate in Yates County, NY"
2045,OHADAM1URN,"Unemployment Rate in Adams County, OH"
2046,OHALLE0URN,"Unemployment Rate in Allen County, OH"
2047,OHASHL5URN,"Unemployment Rate in Ashland County, OH"
2048,OHASHT1URN,"Unemployment Rate in Ashtabula County, OH"
2049,OHATHE5URN,"Unemployment Rate in Athens County, OH"
2050,OHAUGL1URN,"Unemployment Rate in Auglaize County, OH"
2051,OHBELM0URN,"Unemployment Rate in Belmont County, OH"
2052,OHBROW5URN,"Unemployment Rate in Brown County, OH"
2053,OHBUTL2URN,"Unemployment Rate in Butler County, OH"
2054,OHCARR9URN,"Unemployment Rate in Carroll County, OH"
2055,OHCHAM1URN,"Unemployment Rate in Champaign County, OH"
2056,OHCLAR5URN,"Unemployment Rate in Clark County, OH"
2057,OHCLER0URN,"Unemployment Rate in Clermont County, OH"
2058,OHCLIN7URN,"Unemployment Rate in Clinton County, OH"
2059,OHCOLU9URN,"Unemployment Rate in Columbiana County, OH"
2060,OHCOSH1URN,"Unemployment Rate in Coshocton County, OH"
2061,OHCRAW0URN,"Unemployment Rate in Crawford County, OH"
2062,OHCUYA5URN,"Unemployment Rate in Cuyahoga County, OH"
2063,OHDARK0URN,"Unemployment Rate in Darke County, OH"
2064,OHDEFI9URN,"Unemployment Rate in Defiance County, OH"
2065,OHDELA5URN,"Unemployment Rate in Delaware County, OH"
2066,OHERIE5URN,"Unemployment Rate in Erie County, OH"
2067,OHFAIR0URN,"Unemployment Rate in Fairfield County, OH"
2068,OHFAYE7URN,"Unemployment Rate in Fayette County, OH"
2069,OHFRAN0URN,"Unemployment Rate in Franklin County, OH"
2070,OHFULT1URN,"Unemployment Rate in Fulton County, OH"
2071,OHGALL3URN,"Unemployment Rate in Gallia County, OH"
2072,OHGEAU5URN,"Unemployment Rate in Geauga County, OH"
2073,OHGREE5URN,"Unemployment Rate in Greene County, OH"
2074,OHGUER9URN,"Unemployment Rate in Guernsey County, OH"
2075,OHHAMI1URN,"Unemployment Rate in Hamilton County, OH"
2076,OHHANC5URN,"Unemployment Rate in Hancock County, OH"
2077,OHHARD5URN,"Unemployment Rate in Hardin County, OH"
2078,OHHARR7URN,"Unemployment Rate in Harrison County, OH"
2079,OHHENR9URN,"Unemployment Rate in Henry County, OH"
2080,OHHIGH1URN,"Unemployment Rate in Highland County, OH"
2081,OHHOCK3URN,"Unemployment Rate in Hocking County, OH"
2082,OHHOLM5URN,"Unemployment Rate in Holmes County, OH"
2083,OHHURO5URN,"Unemployment Rate in Huron County, OH"
2084,OHJACK9URN,"Unemployment Rate in Jackson County, OH"
2085,OHJEFF0URN,"Unemployment Rate in Jefferson County, OH"
2086,OHKNOX3URN,"Unemployment Rate in Knox County, OH"
2087,OHLAKE2URN,"Unemployment Rate in Lake County, OH"
2088,OHLAWR5URN,"Unemployment Rate in Lawrence County, OH"
2089,OHLICK0URN,"Unemployment Rate in Licking County, OH"
2090,OHLOGA1URN,"Unemployment Rate in Logan County, OH"
2091,OHLORA3URN,"Unemployment Rate in Lorain County, OH"
2092,OHLUCA5URN,"Unemployment Rate in Lucas County, OH"
2093,OHMADI7URN,"Unemployment Rate in Madison County, OH"
2094,OHMAHO9URN,"Unemployment Rate in Mahoning County, OH"
2095,OHMARI0URN,"Unemployment Rate in Marion County, OH"
2096,OHMEDI0URN,"Unemployment Rate in Medina County, OH"
2097,OHMEIG5URN,"Unemployment Rate in Meigs County, OH"
2098,OHMERC7URN,"Unemployment Rate in Mercer County, OH"
2099,OHMIAM5URN,"Unemployment Rate in Miami County, OH"
2100,OHMONR1URN,"Unemployment Rate in Monroe County, OH"
2101,OHMONT3URN,"Unemployment Rate in Montgomery County, OH"
2102,OHMORG5URN,"Unemployment Rate in Morgan County, OH"
2103,OHMORR7URN,"Unemployment Rate in Morrow County, OH"
2104,OHMUSK0URN,"Unemployment Rate in Muskingum County, OH"
2105,OHNOBL1URN,"Unemployment Rate in Noble County, OH"
2106,OHOTTA3URN,"Unemployment Rate in Ottawa County, OH"
2107,OHPAUL5URN,"Unemployment Rate in Paulding County, OH"
2108,OHPERR7URN,"Unemployment Rate in Perry County, OH"
2109,OHPICK9URN,"Unemployment Rate in Pickaway County, OH"
2110,OHPIKE1URN,"Unemployment Rate in Pike County, OH"
2111,OHPORT7URN,"Unemployment Rate in Portage County, OH"
2112,OHPREB5URN,"Unemployment Rate in Preble County, OH"
2113,OHPUTN7URN,"Unemployment Rate in Putnam County, OH"
2114,OHRICH9URN,"Unemployment Rate in Richland County, OH"
2115,OHROSS5URN,"Unemployment Rate in Ross County, OH"
2116,OHSAND0URN,"Unemployment Rate in Sandusky County, OH"
2117,OHSCIO9URN,"Unemployment Rate in Scioto County, OH"
2118,OHSENE0URN,"Unemployment Rate in Seneca County, OH"
2119,OHSHEL9URN,"Unemployment Rate in Shelby County, OH"
2120,OHSTAR1URN,"Unemployment Rate in Stark County, OH"
2121,OHSUMM3URN,"Unemployment Rate in Summit County, OH"
2122,OHTRUM1URN,"Unemployment Rate in Trumbull County, OH"
2123,OHTUSC5URN,"Unemployment Rate in Tuscarawas County, OH"
2124,OHUNIO9URN,"Unemployment Rate in Union County, OH"
2125,OHVANW1URN,"Unemployment Rate in Van Wert County, OH"
2126,OHVINT3URN,"Unemployment Rate in Vinton County, OH"
2127,OHWARR5URN,"Unemployment Rate in Warren County, OH"
2128,OHWASH0URN,"Unemployment Rate in Washington County, OH"
2129,OHWAYN5URN,"Unemployment Rate in Wayne County, OH"
2130,OHWILL1URN,"Unemployment Rate in Williams County, OH"
2131,OHWOOD0URN,"Unemployment Rate in Wood County, OH"
2132,OHWYAN5URN,"Unemployment Rate in Wyandot County, OH"
2133,OKADAI1URN,"Unemployment Rate in Adair County, OK"
2134,OKALFA3URN,"Unemployment Rate in Alfalfa County, OK"
2135,OKATOK5URN,"Unemployment Rate in Atoka County, OK"
2136,OKBEAV7URN,"Unemployment Rate in Beaver County, OK"
2137,OKBECK9URN,"Unemployment Rate in Beckham County, OK"
2138,OKBLAI1URN,"Unemployment Rate in Blaine County, OK"
2139,OKBRYA3URN,"Unemployment Rate in Bryan County, OK"
2140,OKCADD5URN,"Unemployment Rate in Caddo County, OK"
2141,OKCANA7URN,"Unemployment Rate in Canadian County, OK"
2142,OKCART9URN,"Unemployment Rate in Carter County, OK"
2143,OKCHER1URN,"Unemployment Rate in Cherokee County, OK"
2144,OKCHOC3URN,"Unemployment Rate in Choctaw County, OK"
2145,OKCIMA5URN,"Unemployment Rate in Cimarron County, OK"
2146,OKCLEV7URN,"Unemployment Rate in Cleveland County, OK"
2147,OKCOAL9URN,"Unemployment Rate in Coal County, OK"
2148,OKCOMA2URN,"Unemployment Rate in Comanche County, OK"
2149,OKCOTT3URN,"Unemployment Rate in Cotton County, OK"
2150,OKCRAI5URN,"Unemployment Rate in Craig County, OK"
2151,OKCREE5URN,"Unemployment Rate in Creek County, OK"
2152,OKCUST9URN,"Unemployment Rate in Custer County, OK"
2153,OKDELA1URN,"Unemployment Rate in Delaware County, OK"
2154,OKDEWE3URN,"Unemployment Rate in Dewey County, OK"
2155,OKELLI5URN,"Unemployment Rate in Ellis County, OK"
2156,OKGARF7URN,"Unemployment Rate in Garfield County, OK"
2157,OKGARV9URN,"Unemployment Rate in Garvin County, OK"
2158,OKGRAD1URN,"Unemployment Rate in Grady County, OK"
2159,OKGRAN3URN,"Unemployment Rate in Grant County, OK"
2160,OKGREE5URN,"Unemployment Rate in Greer County, OK"
2161,OKHARM7URN,"Unemployment Rate in Harmon County, OK"
2162,OKHARP9URN,"Unemployment Rate in Harper County, OK"
2163,OKHASK1URN,"Unemployment Rate in Haskell County, OK"
2164,OKHUGH3URN,"Unemployment Rate in Hughes County, OK"
2165,OKJACK5URN,"Unemployment Rate in Jackson County, OK"
2166,OKJEFF7URN,"Unemployment Rate in Jefferson County, OK"
2167,OKJOHN9URN,"Unemployment Rate in Johnston County, OK"
2168,OKKAYC1URN,"Unemployment Rate in Kay County, OK"
2169,OKKING3URN,"Unemployment Rate in Kingfisher County, OK"
2170,OKKIOW5URN,"Unemployment Rate in Kiowa County, OK"
2171,OKLATI7URN,"Unemployment Rate in Latimer County, OK"
2172,OKLEFL9URN,"Unemployment Rate in Le Flore County, OK"
2173,OKLINC1URN,"Unemployment Rate in Lincoln County, OK"
2174,OKLOGA3URN,"Unemployment Rate in Logan County, OK"
2175,OKLOVE5URN,"Unemployment Rate in Love County, OK"
2176,OKMAJO3URN,"Unemployment Rate in Major County, OK"
2177,OKMARS5URN,"Unemployment Rate in Marshall County, OK"
2178,OKMAYE7URN,"Unemployment Rate in Mayes County, OK"
2179,OKMCCL7URN,"Unemployment Rate in McClain County, OK"
2180,OKMCCU9URN,"Unemployment Rate in McCurtain County, OK"
2181,OKMCIN1URN,"Unemployment Rate in McIntosh County, OK"
2182,OKMURR9URN,"Unemployment Rate in Murray County, OK"
2183,OKMUSK0URN,"Unemployment Rate in Muskogee County, OK"
2184,OKNOBL3URN,"Unemployment Rate in Noble County, OK"
2185,OKNOWA5URN,"Unemployment Rate in Nowata County, OK"
2186,OKOKFU7URN,"Unemployment Rate in Okfuskee County, OK"
2187,OKOKLA9URN,"Unemployment Rate in Oklahoma County, OK"
2188,OKOKMU1URN,"Unemployment Rate in Okmulgee County, OK"
2189,OKOSAG3URN,"Unemployment Rate in Osage County, OK"
2190,OKOTTA5URN,"Unemployment Rate in Ottawa County, OK"
2191,OKPAWN7URN,"Unemployment Rate in Pawnee County, OK"
2192,OKPAYN0URN,"Unemployment Rate in Payne County, OK"
2193,OKPITT1URN,"Unemployment Rate in Pittsburg County, OK"
2194,OKPONT3URN,"Unemployment Rate in Pontotoc County, OK"
2195,OKPOTT0URN,"Unemployment Rate in Pottawatomie County, OK"
2196,OKPUSH7URN,"Unemployment Rate in Pushmataha County, OK"
2197,OKROGE1URN,"Unemployment Rate in Rogers County, OK"
2198,OKROGE9URN,"Unemployment Rate in Roger Mills County, OK"
2199,OKSEMI3URN,"Unemployment Rate in Seminole County, OK"
2200,OKSEQU5URN,"Unemployment Rate in Sequoyah County, OK"
2201,OKSTEP7URN,"Unemployment Rate in Stephens County, OK"
2202,OKTEXA9URN,"Unemployment Rate in Texas County, OK"
2203,OKTILL1URN,"Unemployment Rate in Tillman County, OK"
2204,OKTULS3URN,"Unemployment Rate in Tulsa County, OK"
2205,OKWAGO5URN,"Unemployment Rate in Wagoner County, OK"
2206,OKWASH7URN,"Unemployment Rate in Washington County, OK"
2207,OKWASH9URN,"Unemployment Rate in Washita County, OK"
2208,OKWOOD1URN,"Unemployment Rate in Woods County, OK"
2209,OKWOOD3URN,"Unemployment Rate in Woodward County, OK"
2210,ORBAKE1URN,"Unemployment Rate in Baker County, OR"
2211,ORBENT3URN,"Unemployment Rate in Benton County, OR"
2212,ORCLAC5URN,"Unemployment Rate in Clackamas County, OR"
2213,ORCLAT7URN,"Unemployment Rate in Clatsop County, OR"
2214,ORCOLU9URN,"Unemployment Rate in Columbia County, OR"
2215,ORCOOS1URN,"Unemployment Rate in Coos County, OR"
2216,ORCROO3URN,"Unemployment Rate in Crook County, OR"
2217,ORCURR5URN,"Unemployment Rate in Curry County, OR"
2218,ORDESC7URN,"Unemployment Rate in Deschutes County, OR"
2219,ORDOUG5URN,"Unemployment Rate in Douglas County, OR"
2220,ORGILL1URN,"Unemployment Rate in Gilliam County, OR"
2221,ORGRAN3URN,"Unemployment Rate in Grant County, OR"
2222,ORHARN5URN,"Unemployment Rate in Harney County, OR"
2223,ORHOOD7URN,"Unemployment Rate in Hood River County, OR"
2224,ORJACK0URN,"Unemployment Rate in Jackson County, OR"
2225,ORJEFF1URN,"Unemployment Rate in Jefferson County, OR"
2226,ORJOSE5URN,"Unemployment Rate in Josephine County, OR"
2227,ORKLAM5URN,"Unemployment Rate in Klamath County, OR"
2228,ORLAKE7URN,"Unemployment Rate in Lake County, OR"
2229,ORLANE9URN,"Unemployment Rate in Lane County, OR"
2230,ORLINC1URN,"Unemployment Rate in Lincoln County, OR"
2231,ORLINN3URN,"Unemployment Rate in Linn County, OR"
2232,ORMALH5URN,"Unemployment Rate in Malheur County, OR"
2233,ORMARI7URN,"Unemployment Rate in Marion County, OR"
2234,ORMORR9URN,"Unemployment Rate in Morrow County, OR"
2235,ORMULT1URN,"Unemployment Rate in Multnomah County, OR"
2236,ORPOLK3URN,"Unemployment Rate in Polk County, OR"
2237,ORSHER5URN,"Unemployment Rate in Sherman County, OR"
2238,ORTILL7URN,"Unemployment Rate in Tillamook County, OR"
2239,ORUMAT9URN,"Unemployment Rate in Umatilla County, OR"
2240,ORUNIO1URN,"Unemployment Rate in Union County, OR"
2241,ORWALL3URN,"Unemployment Rate in Wallowa County, OR"
2242,ORWASC5URN,"Unemployment Rate in Wasco County, OR"
2243,ORWASH5URN,"Unemployment Rate in Washington County, OR"
2244,ORWHEE9URN,"Unemployment Rate in Wheeler County, OR"
2245,ORYAMH0URN,"Unemployment Rate in Yamhill County, OR"
2246,PAADAM0URN,"Unemployment Rate in Adams County, PA"
2247,PAALLE3URN,"Unemployment Rate in Allegheny County, PA"
2248,PAARMS5URN,"Unemployment Rate in Armstrong County, PA"
2249,PABEAV7URN,"Unemployment Rate in Beaver County, PA"
2250,PABEDF9URN,"Unemployment Rate in Bedford County, PA"
2251,PABERK2URN,"Unemployment Rate in Berks County, PA"
2252,PABLAI3URN,"Unemployment Rate in Blair County, PA"
2253,PABRAD5URN,"Unemployment Rate in Bradford County, PA"
2254,PABUCK5URN,"Unemployment Rate in Bucks County, PA"
2255,PABUTL0URN,"Unemployment Rate in Butler County, PA"
2256,PACAMB5URN,"Unemployment Rate in Cambria County, PA"
2257,PACAME3URN,"Unemployment Rate in Cameron County, PA"
2258,PACARB5URN,"Unemployment Rate in Carbon County, PA"
2259,PACENT0URN,"Unemployment Rate in Centre County, PA"
2260,PACHES5URN,"Unemployment Rate in Chester County, PA"
2261,PACLAR1URN,"Unemployment Rate in Clarion County, PA"
2262,PACLEA0URN,"Unemployment Rate in Clearfield County, PA"
2263,PACLIN5URN,"Unemployment Rate in Clinton County, PA"
2264,PACOLU5URN,"Unemployment Rate in Columbia County, PA"
2265,PACRAW0URN,"Unemployment Rate in Crawford County, PA"
2266,PACUMB0URN,"Unemployment Rate in Cumberland County, PA"
2267,PADAUP3URN,"Unemployment Rate in Dauphin County, PA"
2268,PADELA0URN,"Unemployment Rate in Delaware County, PA"
2269,PAELKC7URN,"Unemployment Rate in Elk County, PA"
2270,PAERIE9URN,"Unemployment Rate in Erie County, PA"
2271,PAFAYE0URN,"Unemployment Rate in Fayette County, PA"
2272,PAFORE3URN,"Unemployment Rate in Forest County, PA"
2273,PAFRAN5URN,"Unemployment Rate in Franklin County, PA"
2274,PAFULT7URN,"Unemployment Rate in Fulton County, PA"
2275,PAGREE9URN,"Unemployment Rate in Greene County, PA"
2276,PAHUNT1URN,"Unemployment Rate in Huntingdon County, PA"
2277,PAINDI0URN,"Unemployment Rate in Indiana County, PA"
2278,PAJEFF5URN,"Unemployment Rate in Jefferson County, PA"
2279,PAJUNI7URN,"Unemployment Rate in Juniata County, PA"
2280,PALACK9URN,"Unemployment Rate in Lackawanna County, PA"
2281,PALANC0URN,"Unemployment Rate in Lancaster County, PA"
2282,PALAWR0URN,"Unemployment Rate in Lawrence County, PA"
2283,PALEBA5URN,"Unemployment Rate in Lebanon County, PA"
2284,PALEHI7URN,"Unemployment Rate in Lehigh County, PA"
2285,PALUZE0URN,"Unemployment Rate in Luzerne County, PA"
2286,PALYCO5URN,"Unemployment Rate in Lycoming County, PA"
2287,PAMCKE0URN,"Unemployment Rate in McKean County, PA"
2288,PAMERC5URN,"Unemployment Rate in Mercer County, PA"
2289,PAMIFF7URN,"Unemployment Rate in Mifflin County, PA"
2290,PAMONR5URN,"Unemployment Rate in Monroe County, PA"
2291,PAMONT3URN,"Unemployment Rate in Montour County, PA"
2292,PAMONT5URN,"Unemployment Rate in Montgomery County, PA"
2293,PANORT0URN,"Unemployment Rate in Northumberland County, PA"
2294,PANORT5URN,"Unemployment Rate in Northampton County, PA"
2295,PAPERR9URN,"Unemployment Rate in Perry County, PA"
2296,PAPHIL5URN,"Unemployment Rate in Philadelphia County/City, PA"
2297,PAPIKE3URN,"Unemployment Rate in Pike County, PA"
2298,PAPOTT5URN,"Unemployment Rate in Potter County, PA"
2299,PASCHU4URN,"Unemployment Rate in Schuylkill County, PA"
2300,PASNYD9URN,"Unemployment Rate in Snyder County, PA"
2301,PASOME5URN,"Unemployment Rate in Somerset County, PA"
2302,PASULL3URN,"Unemployment Rate in Sullivan County, PA"
2303,PASUSQ5URN,"Unemployment Rate in Susquehanna County, PA"
2304,PATIOG7URN,"Unemployment Rate in Tioga County, PA"
2305,PAUNIO9URN,"Unemployment Rate in Union County, PA"
2306,PAVENA5URN,"Unemployment Rate in Venango County, PA"
2307,PAWARR3URN,"Unemployment Rate in Warren County, PA"
2308,PAWASH0URN,"Unemployment Rate in Washington County, PA"
2309,PAWAYN7URN,"Unemployment Rate in Wayne County, PA"
2310,PAWEST5URN,"Unemployment Rate in Westmoreland County, PA"
2311,PAWYOM1URN,"Unemployment Rate in Wyoming County, PA"
2312,PAYORK0URN,"Unemployment Rate in York County, PA"
2313,RIBRIS1URN,"Unemployment Rate in Bristol County, RI"
2314,RIKENT3URN,"Unemployment Rate in Kent County, RI"
2315,RINEWP5URN,"Unemployment Rate in Newport County, RI"
2316,RIPROV7URN,"Unemployment Rate in Providence County, RI"
2317,RIWASH9URN,"Unemployment Rate in Washington County, RI"
2318,SCABBE1URN,"Unemployment Rate in Abbeville County, SC"
2319,SCAIKE0URN,"Unemployment Rate in Aiken County, SC"
2320,SCALLE5URN,"Unemployment Rate in Allendale County, SC"
2321,SCANDE7URN,"Unemployment Rate in Anderson County, SC"
2322,SCBAMB9URN,"Unemployment Rate in Bamberg County, SC"
2323,SCBARN1URN,"Unemployment Rate in Barnwell County, SC"
2324,SCBEAU5URN,"Unemployment Rate in Beaufort County, SC"
2325,SCBERK0URN,"Unemployment Rate in Berkeley County, SC"
2326,SCCALH7URN,"Unemployment Rate in Calhoun County, SC"
2327,SCCHAR9URN,"Unemployment Rate in Charleston County, SC"
2328,SCCHER1URN,"Unemployment Rate in Cherokee County, SC"
2329,SCCHES3URN,"Unemployment Rate in Chester County, SC"
2330,SCCHES5URN,"Unemployment Rate in Chesterfield County, SC"
2331,SCCLAR7URN,"Unemployment Rate in Clarendon County, SC"
2332,SCCOLL9URN,"Unemployment Rate in Colleton County, SC"
2333,SCDARL5URN,"Unemployment Rate in Darlington County, SC"
2334,SCDILL3URN,"Unemployment Rate in Dillon County, SC"
2335,SCDORC7URN,"Unemployment Rate in Dorchester County, SC"
2336,SCEDGE7URN,"Unemployment Rate in Edgefield County, SC"
2337,SCFAIR9URN,"Unemployment Rate in Fairfield County, SC"
2338,SCFLOR0URN,"Unemployment Rate in Florence County, SC"
2339,SCGEOR3URN,"Unemployment Rate in Georgetown County, SC"
2340,SCGREE0URN,"Unemployment Rate in Greenwood County, SC"
2341,SCGREE5URN,"Unemployment Rate in Greenville County, SC"
2342,SCHAMP9URN,"Unemployment Rate in Hampton County, SC"
2343,SCHORR1URN,"Unemployment Rate in Horry County, SC"
2344,SCJASP3URN,"Unemployment Rate in Jasper County, SC"
2345,SCKERS5URN,"Unemployment Rate in Kershaw County, SC"
2346,SCLANC7URN,"Unemployment Rate in Lancaster County, SC"
2347,SCLAUR5URN,"Unemployment Rate in Laurens County, SC"
2348,SCLEEC1URN,"Unemployment Rate in Lee County, SC"
2349,SCLEXI0URN,"Unemployment Rate in Lexington County, SC"
2350,SCMARI7URN,"Unemployment Rate in Marion County, SC"
2351,SCMARL9URN,"Unemployment Rate in Marlboro County, SC"
2352,SCMCCO5URN,"Unemployment Rate in McCormick County, SC"
2353,SCNEWB1URN,"Unemployment Rate in Newberry County, SC"
2354,SCOCON3URN,"Unemployment Rate in Oconee County, SC"
2355,SCORAN5URN,"Unemployment Rate in Orangeburg County, SC"
2356,SCPICK0URN,"Unemployment Rate in Pickens County, SC"
2357,SCRICH9URN,"Unemployment Rate in Richland County, SC"
2358,SCSALU1URN,"Unemployment Rate in Saluda County, SC"
2359,SCSPAR0URN,"Unemployment Rate in Spartanburg County, SC"
2360,SCSUMT5URN,"Unemployment Rate in Sumter County, SC"
2361,SCUNIO7URN,"Unemployment Rate in Union County, SC"
2362,SCWILL9URN,"Unemployment Rate in Williamsburg County, SC"
